accession,species_key,source_protein_id,prepared_protein_id,gene_id,gene_name,feature_id,mapping_status
GCF_000005845.2,GCF_000005845.2,NP_414769.1,GCF_000005845.2__NP_414769.1,b0234,yafP,gene-b0234,mapped
GCF_000005845.2,GCF_000005845.2,NP_414772.1,GCF_000005845.2__NP_414772.1,b0237,pepD,gene-b0237,mapped
GCF_000005845.2,GCF_000005845.2,NP_414773.1,GCF_000005845.2__NP_414773.1,b0238,gpt,gene-b0238,mapped
GCF_000005845.2,GCF_000005845.2,NP_414774.1,GCF_000005845.2__NP_414774.1,b0239,frsA,gene-b0239,mapped
GCF_000005845.2,GCF_000005845.2,NP_414776.1,GCF_000005845.2__NP_414776.1,b0241,phoE,gene-b0241,mapped
GCF_000005845.2,GCF_000005845.2,NP_414777.1,GCF_000005845.2__NP_414777.1,b0242,proB,gene-b0242,mapped
GCF_000005845.2,GCF_000005845.2,NP_414778.1,GCF_000005845.2__NP_414778.1,b0243,proA,gene-b0243,mapped
GCF_000005845.2,GCF_000005845.2,NP_414779.1,GCF_000005845.2__NP_414779.1,b0245,ykfI,gene-b0245,mapped
GCF_000005845.2,GCF_000005845.2,NP_414780.1,GCF_000005845.2__NP_414780.1,b0246,yafW,gene-b0246,mapped
GCF_000005845.2,GCF_000005845.2,NP_414781.1,GCF_000005845.2__NP_414781.1,b0247,ykfG,gene-b0247,mapped
GCF_000005845.2,GCF_000005845.2,NP_414782.1,GCF_000005845.2__NP_414782.1,b0248,yafX,gene-b0248,mapped
GCF_000005845.2,GCF_000005845.2,NP_414783.1,GCF_000005845.2__NP_414783.1,b0249,ykfF,gene-b0249,mapped
GCF_000005845.2,GCF_000005845.2,NP_414784.1,GCF_000005845.2__NP_414784.1,b0250,ykfB,gene-b0250,mapped
GCF_000005845.2,GCF_000005845.2,NP_414785.4,GCF_000005845.2__NP_414785.4,b0251,yafY,gene-b0251,mapped
GCF_000005845.2,GCF_000005845.2,NP_414786.4,GCF_000005845.2__NP_414786.4,b0252,yafZ,gene-b0252,mapped
GCF_000005845.2,GCF_000005845.2,NP_414787.4,GCF_000005845.2__NP_414787.4,b0253,ykfA,gene-b0253,mapped
GCF_000005845.2,GCF_000005845.2,NP_414788.1,GCF_000005845.2__NP_414788.1,b0254,perR,gene-b0254,mapped
GCF_000005845.2,GCF_000005845.2,NP_414790.1,GCF_000005845.2__NP_414790.1,b0256,insI1,gene-b0256,mapped
GCF_000005845.2,GCF_000005845.2,NP_414793.2,GCF_000005845.2__NP_414793.2,b0259,insH1,gene-b0259,mapped
GCF_000005845.2,GCF_000005845.2,NP_414794.4,GCF_000005845.2__NP_414794.4,b0260,mmuP,gene-b0260,mapped
GCF_000005845.2,GCF_000005845.2,NP_414795.1,GCF_000005845.2__NP_414795.1,b0261,mmuM,gene-b0261,mapped
GCF_000005845.2,GCF_000005845.2,NP_414796.2,GCF_000005845.2__NP_414796.2,b0262,afuC,gene-b0262,mapped
GCF_000005845.2,GCF_000005845.2,NP_414798.1,GCF_000005845.2__NP_414798.1,b0264,insB2,gene-b0264,mapped
GCF_000005845.2,GCF_000005845.2,NP_414799.1,GCF_000005845.2__NP_414799.1,b0265,insA2,gene-b0265,mapped
GCF_000005845.2,GCF_000005845.2,NP_414801.1,GCF_000005845.2__NP_414801.1,b0267,yagA,gene-b0267,mapped
GCF_000005845.2,GCF_000005845.2,NP_414802.2,GCF_000005845.2__NP_414802.2,b0268,yagE,gene-b0268,mapped
GCF_000005845.2,GCF_000005845.2,NP_414803.1,GCF_000005845.2__NP_414803.1,b0269,yagF,gene-b0269,mapped
GCF_000005845.2,GCF_000005845.2,NP_414804.1,GCF_000005845.2__NP_414804.1,b0270,yagG,gene-b0270,mapped
GCF_000005845.2,GCF_000005845.2,NP_414805.1,GCF_000005845.2__NP_414805.1,b0271,yagH,gene-b0271,mapped
GCF_000005845.2,GCF_000005845.2,NP_414806.1,GCF_000005845.2__NP_414806.1,b0272,xynR,gene-b0272,mapped
GCF_000005845.2,GCF_000005845.2,NP_414807.1,GCF_000005845.2__NP_414807.1,b0273,argF,gene-b0273,mapped
GCF_000005845.2,GCF_000005845.2,NP_414808.1,GCF_000005845.2__NP_414808.1,b0274,insB3,gene-b0274,mapped
GCF_000005845.2,GCF_000005845.2,NP_414809.1,GCF_000005845.2__NP_414809.1,b0275,insA3,gene-b0275,mapped
GCF_000005845.2,GCF_000005845.2,NP_414811.1,GCF_000005845.2__NP_414811.1,b0277,yagK,gene-b0277,mapped
GCF_000005845.2,GCF_000005845.2,NP_414812.1,GCF_000005845.2__NP_414812.1,b0278,yagL,gene-b0278,mapped
GCF_000005845.2,GCF_000005845.2,NP_414813.1,GCF_000005845.2__NP_414813.1,b0279,yagM,gene-b0279,mapped
GCF_000005845.2,GCF_000005845.2,NP_414814.1,GCF_000005845.2__NP_414814.1,b0280,yagN,gene-b0280,mapped
GCF_000005845.2,GCF_000005845.2,NP_414815.1,GCF_000005845.2__NP_414815.1,b0281,intF,gene-b0281,mapped
GCF_000005845.2,GCF_000005845.2,NP_414817.1,GCF_000005845.2__NP_414817.1,b0283,paoD,gene-b0283,mapped
GCF_000005845.2,GCF_000005845.2,NP_414818.1,GCF_000005845.2__NP_414818.1,b0284,paoC,gene-b0284,mapped
GCF_000005845.2,GCF_000005845.2,NP_414819.1,GCF_000005845.2__NP_414819.1,b0285,paoB,gene-b0285,mapped
GCF_000005845.2,GCF_000005845.2,NP_414820.1,GCF_000005845.2__NP_414820.1,b0286,paoA,gene-b0286,mapped
GCF_000005845.2,GCF_000005845.2,NP_414821.1,GCF_000005845.2__NP_414821.1,b0287,yagU,gene-b0287,mapped
GCF_000005845.2,GCF_000005845.2,NP_414822.1,GCF_000005845.2__NP_414822.1,b0288,ykgJ,gene-b0288,mapped
GCF_000005845.2,GCF_000005845.2,NP_414823.2,GCF_000005845.2__NP_414823.2,b0289,ecpE,gene-b0289,mapped
GCF_000005845.2,GCF_000005845.2,NP_414824.1,GCF_000005845.2__NP_414824.1,b0290,ecpD,gene-b0290,mapped
GCF_000005845.2,GCF_000005845.2,NP_414825.1,GCF_000005845.2__NP_414825.1,b0291,ecpC,gene-b0291,mapped
GCF_000005845.2,GCF_000005845.2,NP_414826.1,GCF_000005845.2__NP_414826.1,b0292,ecpB,gene-b0292,mapped
GCF_000005845.2,GCF_000005845.2,NP_414827.1,GCF_000005845.2__NP_414827.1,b0293,ecpA,gene-b0293,mapped
GCF_000005845.2,GCF_000005845.2,NP_414828.1,GCF_000005845.2__NP_414828.1,b0294,matA,gene-b0294,mapped
GCF_000005845.2,GCF_000005845.2,NP_414829.1,GCF_000005845.2__NP_414829.1,b0295,ykgL,gene-b0295,mapped
GCF_000005845.2,GCF_000005845.2,NP_414830.1,GCF_000005845.2__NP_414830.1,b0296,ykgM,gene-b0296,mapped
GCF_000005845.2,GCF_000005845.2,NP_414832.2,GCF_000005845.2__NP_414832.2,b0298,insE1,gene-b0298,mapped
GCF_000005845.2,GCF_000005845.2,NP_414833.1,GCF_000005845.2__NP_414833.1,b0299,insF1,gene-b0299,mapped
GCF_000005845.2,GCF_000005845.2,NP_414835.2,GCF_000005845.2__NP_414835.2,b0301,rclC,gene-b0301,mapped
GCF_000005845.2,GCF_000005845.2,NP_414837.2,GCF_000005845.2__NP_414837.2,b0303,rclB,gene-b0303,mapped
GCF_000005845.2,GCF_000005845.2,NP_414838.2,GCF_000005845.2__NP_414838.2,b0304,rclA,gene-b0304,mapped
GCF_000005845.2,GCF_000005845.2,NP_414839.1,GCF_000005845.2__NP_414839.1,b0305,rclR,gene-b0305,mapped
GCF_000005845.2,GCF_000005845.2,NP_414840.1,GCF_000005845.2__NP_414840.1,b0306,ykgE,gene-b0306,mapped
GCF_000005845.2,GCF_000005845.2,NP_414841.1,GCF_000005845.2__NP_414841.1,b0307,ykgF,gene-b0307,mapped
GCF_000005845.2,GCF_000005845.2,NP_414842.4,GCF_000005845.2__NP_414842.4,b0308,ykgG,gene-b0308,mapped
GCF_000005845.2,GCF_000005845.2,NP_414844.1,GCF_000005845.2__NP_414844.1,b0310,ykgH,gene-b0310,mapped
GCF_000005845.2,GCF_000005845.2,NP_414845.1,GCF_000005845.2__NP_414845.1,b0311,betA,gene-b0311,mapped
GCF_000005845.2,GCF_000005845.2,NP_414846.1,GCF_000005845.2__NP_414846.1,b0312,betB,gene-b0312,mapped
GCF_000005845.2,GCF_000005845.2,NP_414847.3,GCF_000005845.2__NP_414847.3,b0313,betI,gene-b0313,mapped
GCF_000005845.2,GCF_000005845.2,NP_414848.1,GCF_000005845.2__NP_414848.1,b0314,betT,gene-b0314,mapped
GCF_000005845.2,GCF_000005845.2,NP_414849.1,GCF_000005845.2__NP_414849.1,b0315,pdeL,gene-b0315,mapped
GCF_000005845.2,GCF_000005845.2,NP_414850.1,GCF_000005845.2__NP_414850.1,b0316,yahB,gene-b0316,mapped
GCF_000005845.2,GCF_000005845.2,NP_414851.1,GCF_000005845.2__NP_414851.1,b0317,yahC,gene-b0317,mapped
GCF_000005845.2,GCF_000005845.2,NP_414852.1,GCF_000005845.2__NP_414852.1,b0318,yahD,gene-b0318,mapped
GCF_000005845.2,GCF_000005845.2,NP_414853.1,GCF_000005845.2__NP_414853.1,b0319,yahE,gene-b0319,mapped
GCF_000005845.2,GCF_000005845.2,NP_414854.1,GCF_000005845.2__NP_414854.1,b0320,yahF,gene-b0320,mapped
GCF_000005845.2,GCF_000005845.2,NP_414855.1,GCF_000005845.2__NP_414855.1,b0321,yahG,gene-b0321,mapped
GCF_000005845.2,GCF_000005845.2,NP_414857.1,GCF_000005845.2__NP_414857.1,b0323,yahI,gene-b0323,mapped
GCF_000005845.2,GCF_000005845.2,NP_414858.1,GCF_000005845.2__NP_414858.1,b0324,yahJ,gene-b0324,mapped
GCF_000005845.2,GCF_000005845.2,NP_414859.1,GCF_000005845.2__NP_414859.1,b0325,yahK,gene-b0325,mapped
GCF_000005845.2,GCF_000005845.2,NP_414860.1,GCF_000005845.2__NP_414860.1,b0326,yahL,gene-b0326,mapped
GCF_000005845.2,GCF_000005845.2,NP_414861.2,GCF_000005845.2__NP_414861.2,b0327,yahM,gene-b0327,mapped
GCF_000005845.2,GCF_000005845.2,NP_414862.1,GCF_000005845.2__NP_414862.1,b0328,yahN,gene-b0328,mapped
GCF_000005845.2,GCF_000005845.2,NP_414863.1,GCF_000005845.2__NP_414863.1,b0329,yahO,gene-b0329,mapped
GCF_000005845.2,GCF_000005845.2,NP_414864.1,GCF_000005845.2__NP_414864.1,b0330,prpR,gene-b0330,mapped
GCF_000005845.2,GCF_000005845.2,NP_414865.1,GCF_000005845.2__NP_414865.1,b0331,prpB,gene-b0331,mapped
GCF_000005845.2,GCF_000005845.2,NP_414867.1,GCF_000005845.2__NP_414867.1,b0333,prpC,gene-b0333,mapped
GCF_000005845.2,GCF_000005845.2,NP_414868.1,GCF_000005845.2__NP_414868.1,b0334,prpD,gene-b0334,mapped
GCF_000005845.2,GCF_000005845.2,NP_414869.1,GCF_000005845.2__NP_414869.1,b0335,prpE,gene-b0335,mapped
GCF_000005845.2,GCF_000005845.2,NP_414870.1,GCF_000005845.2__NP_414870.1,b0336,codB,gene-b0336,mapped
GCF_000005845.2,GCF_000005845.2,NP_414871.1,GCF_000005845.2__NP_414871.1,b0337,codA,gene-b0337,mapped
GCF_000005845.2,GCF_000005845.2,NP_414872.3,GCF_000005845.2__NP_414872.3,b0338,cynR,gene-b0338,mapped
GCF_000005845.2,GCF_000005845.2,NP_414873.1,GCF_000005845.2__NP_414873.1,b0339,cynT,gene-b0339,mapped
GCF_000005845.2,GCF_000005845.2,NP_414874.1,GCF_000005845.2__NP_414874.1,b0340,cynS,gene-b0340,mapped
GCF_000005845.2,GCF_000005845.2,NP_414875.1,GCF_000005845.2__NP_414875.1,b0341,cynX,gene-b0341,mapped
GCF_000005845.2,GCF_000005845.2,NP_414876.1,GCF_000005845.2__NP_414876.1,b0342,lacA,gene-b0342,mapped
GCF_000005845.2,GCF_000005845.2,NP_414877.1,GCF_000005845.2__NP_414877.1,b0343,lacY,gene-b0343,mapped
GCF_000005845.2,GCF_000005845.2,NP_414878.1,GCF_000005845.2__NP_414878.1,b0344,lacZ,gene-b0344,mapped
GCF_000005845.2,GCF_000005845.2,NP_414879.3,GCF_000005845.2__NP_414879.3,b0345,lacI,gene-b0345,mapped
GCF_000005845.2,GCF_000005845.2,NP_414880.2,GCF_000005845.2__NP_414880.2,b0346,mhpR,gene-b0346,mapped
GCF_000005845.2,GCF_000005845.2,NP_414881.1,GCF_000005845.2__NP_414881.1,b0347,mhpA,gene-b0347,mapped
GCF_000005845.2,GCF_000005845.2,NP_414882.1,GCF_000005845.2__NP_414882.1,b0348,mhpB,gene-b0348,mapped
GCF_000005845.2,GCF_000005845.2,NP_414883.5,GCF_000005845.2__NP_414883.5,b0349,mhpC,gene-b0349,mapped
GCF_000005845.2,GCF_000005845.2,NP_414884.2,GCF_000005845.2__NP_414884.2,b0350,mhpD,gene-b0350,mapped
GCF_000005845.2,GCF_000005845.2,NP_414885.1,GCF_000005845.2__NP_414885.1,b0351,mhpF,gene-b0351,mapped
GCF_000005845.2,GCF_000005845.2,NP_414886.1,GCF_000005845.2__NP_414886.1,b0352,mhpE,gene-b0352,mapped
GCF_000005845.2,GCF_000005845.2,NP_414887.2,GCF_000005845.2__NP_414887.2,b0353,mhpT,gene-b0353,mapped
GCF_000005845.2,GCF_000005845.2,NP_414888.4,GCF_000005845.2__NP_414888.4,b0354,yaiL,gene-b0354,mapped
GCF_000005845.2,GCF_000005845.2,NP_414889.1,GCF_000005845.2__NP_414889.1,b0355,frmB,gene-b0355,mapped
GCF_000005845.2,GCF_000005845.2,NP_414890.1,GCF_000005845.2__NP_414890.1,b0356,frmA,gene-b0356,mapped
GCF_000005845.2,GCF_000005845.2,NP_414891.4,GCF_000005845.2__NP_414891.4,b0357,frmR,gene-b0357,mapped
GCF_000005845.2,GCF_000005845.2,NP_414892.1,GCF_000005845.2__NP_414892.1,b0358,yaiO,gene-b0358,mapped
GCF_000005845.2,GCF_000005845.2,NP_414894.2,GCF_000005845.2__NP_414894.2,b0360,insC1,gene-b0360,mapped
GCF_000005845.2,GCF_000005845.2,NP_414895.1,GCF_000005845.2__NP_414895.1,b0361,insD1,gene-b0361,mapped
GCF_000005845.2,GCF_000005845.2,NP_414897.1,GCF_000005845.2__NP_414897.1,b0363,yaiP,gene-b0363,mapped
GCF_000005845.2,GCF_000005845.2,NP_414898.4,GCF_000005845.2__NP_414898.4,b0364,yaiS,gene-b0364,mapped
GCF_000005845.2,GCF_000005845.2,NP_414899.2,GCF_000005845.2__NP_414899.2,b0365,tauA,gene-b0365,mapped
GCF_000005845.2,GCF_000005845.2,NP_414900.1,GCF_000005845.2__NP_414900.1,b0366,tauB,gene-b0366,mapped
GCF_000005845.2,GCF_000005845.2,NP_414901.1,GCF_000005845.2__NP_414901.1,b0367,tauC,gene-b0367,mapped
GCF_000005845.2,GCF_000005845.2,NP_414902.1,GCF_000005845.2__NP_414902.1,b0368,tauD,gene-b0368,mapped
GCF_000005845.2,GCF_000005845.2,NP_414903.4,GCF_000005845.2__NP_414903.4,b0369,hemB,gene-b0369,mapped
GCF_000005845.2,GCF_000005845.2,NP_414906.1,GCF_000005845.2__NP_414906.1,b0372,insF2,gene-b0372,mapped
GCF_000005845.2,GCF_000005845.2,NP_414907.2,GCF_000005845.2__NP_414907.2,b0373,insE2,gene-b0373,mapped
GCF_000005845.2,GCF_000005845.2,NP_414909.2,GCF_000005845.2__NP_414909.2,b0375,iprA,gene-b0375,mapped
GCF_000005845.2,GCF_000005845.2,NP_414910.1,GCF_000005845.2__NP_414910.1,b0376,ampH,gene-b0376,mapped
GCF_000005845.2,GCF_000005845.2,NP_414911.1,GCF_000005845.2__NP_414911.1,b0377,sbmA,gene-b0377,mapped
GCF_000005845.2,GCF_000005845.2,NP_414912.1,GCF_000005845.2__NP_414912.1,b0378,yaiW,gene-b0378,mapped
GCF_000005845.2,GCF_000005845.2,NP_414913.1,GCF_000005845.2__NP_414913.1,b0379,yaiY,gene-b0379,mapped
GCF_000005845.2,GCF_000005845.2,NP_414914.2,GCF_000005845.2__NP_414914.2,b0380,yaiZ,gene-b0380,mapped
GCF_000005845.2,GCF_000005845.2,NP_414915.1,GCF_000005845.2__NP_414915.1,b0381,ddlA,gene-b0381,mapped
GCF_000005845.2,GCF_000005845.2,NP_414916.1,GCF_000005845.2__NP_414916.1,b0382,iraP,gene-b0382,mapped
GCF_000005845.2,GCF_000005845.2,NP_414917.2,GCF_000005845.2__NP_414917.2,b0383,phoA,gene-b0383,mapped
GCF_000005845.2,GCF_000005845.2,NP_414918.4,GCF_000005845.2__NP_414918.4,b0384,psiF,gene-b0384,mapped
GCF_000005845.2,GCF_000005845.2,NP_414919.1,GCF_000005845.2__NP_414919.1,b0385,dgcC,gene-b0385,mapped
GCF_000005845.2,GCF_000005845.2,NP_414920.1,GCF_000005845.2__NP_414920.1,b0386,proC,gene-b0386,mapped
GCF_000005845.2,GCF_000005845.2,NP_414921.2,GCF_000005845.2__NP_414921.2,b0387,yaiI,gene-b0387,mapped
GCF_000005845.2,GCF_000005845.2,NP_414922.1,GCF_000005845.2__NP_414922.1,b0388,aroL,gene-b0388,mapped
GCF_000005845.2,GCF_000005845.2,NP_414923.1,GCF_000005845.2__NP_414923.1,b0389,yaiA,gene-b0389,mapped
GCF_000005845.2,GCF_000005845.2,NP_414924.1,GCF_000005845.2__NP_414924.1,b0390,aroM,gene-b0390,mapped
GCF_000005845.2,GCF_000005845.2,NP_414925.1,GCF_000005845.2__NP_414925.1,b0391,ppnP,gene-b0391,mapped
GCF_000005845.2,GCF_000005845.2,NP_414927.1,GCF_000005845.2__NP_414927.1,b0393,rdgC,gene-b0393,mapped
GCF_000005845.2,GCF_000005845.2,NP_414928.2,GCF_000005845.2__NP_414928.2,b0394,mak,gene-b0394,mapped
GCF_000005845.2,GCF_000005845.2,NP_414930.3,GCF_000005845.2__NP_414930.3,b0396,araJ,gene-b0396,mapped
GCF_000005845.2,GCF_000005845.2,NP_414931.1,GCF_000005845.2__NP_414931.1,b0397,sbcC,gene-b0397,mapped
GCF_000005845.2,GCF_000005845.2,NP_414932.1,GCF_000005845.2__NP_414932.1,b0398,sbcD,gene-b0398,mapped
GCF_000005845.2,GCF_000005845.2,NP_414933.1,GCF_000005845.2__NP_414933.1,b0399,phoB,gene-b0399,mapped
GCF_000005845.2,GCF_000005845.2,NP_414934.1,GCF_000005845.2__NP_414934.1,b0400,phoR,gene-b0400,mapped
GCF_000005845.2,GCF_000005845.2,NP_414935.1,GCF_000005845.2__NP_414935.1,b0401,brnQ,gene-b0401,mapped
GCF_000005845.2,GCF_000005845.2,NP_414936.1,GCF_000005845.2__NP_414936.1,b0402,proY,gene-b0402,mapped
GCF_000005845.2,GCF_000005845.2,NP_414937.2,GCF_000005845.2__NP_414937.2,b0403,malZ,gene-b0403,mapped
GCF_000005845.2,GCF_000005845.2,NP_414938.1,GCF_000005845.2__NP_414938.1,b0404,acpH,gene-b0404,mapped
GCF_000005845.2,GCF_000005845.2,NP_414939.1,GCF_000005845.2__NP_414939.1,b0405,queA,gene-b0405,mapped
GCF_000005845.2,GCF_000005845.2,NP_414940.1,GCF_000005845.2__NP_414940.1,b0406,tgt,gene-b0406,mapped
GCF_000005845.2,GCF_000005845.2,NP_414941.1,GCF_000005845.2__NP_414941.1,b0407,yajC,gene-b0407,mapped
GCF_000005845.2,GCF_000005845.2,NP_414942.1,GCF_000005845.2__NP_414942.1,b0408,secD,gene-b0408,mapped
GCF_000005845.2,GCF_000005845.2,NP_414943.1,GCF_000005845.2__NP_414943.1,b0409,secF,gene-b0409,mapped
GCF_000005845.2,GCF_000005845.2,NP_414944.1,GCF_000005845.2__NP_414944.1,b0410,yajD,gene-b0410,mapped
GCF_000005845.2,GCF_000005845.2,NP_414945.1,GCF_000005845.2__NP_414945.1,b0411,tsx,gene-b0411,mapped
GCF_000005845.2,GCF_000005845.2,NP_414946.4,GCF_000005845.2__NP_414946.4,b0412,yajI,gene-b0412,mapped
GCF_000005845.2,GCF_000005845.2,NP_414947.1,GCF_000005845.2__NP_414947.1,b0413,nrdR,gene-b0413,mapped
GCF_000005845.2,GCF_000005845.2,NP_414948.1,GCF_000005845.2__NP_414948.1,b0414,ribD,gene-b0414,mapped
GCF_000005845.2,GCF_000005845.2,NP_414949.1,GCF_000005845.2__NP_414949.1,b0415,ribE,gene-b0415,mapped
GCF_000005845.2,GCF_000005845.2,NP_414950.1,GCF_000005845.2__NP_414950.1,b0416,nusB,gene-b0416,mapped
GCF_000005845.2,GCF_000005845.2,NP_414951.1,GCF_000005845.2__NP_414951.1,b0417,thiL,gene-b0417,mapped
GCF_000005845.2,GCF_000005845.2,NP_414952.1,GCF_000005845.2__NP_414952.1,b0418,pgpA,gene-b0418,mapped
GCF_000005845.2,GCF_000005845.2,NP_414953.2,GCF_000005845.2__NP_414953.2,b0419,yajO,gene-b0419,mapped
GCF_000005845.2,GCF_000005845.2,NP_414954.1,GCF_000005845.2__NP_414954.1,b0420,dxs,gene-b0420,mapped
GCF_000005845.2,GCF_000005845.2,NP_414955.1,GCF_000005845.2__NP_414955.1,b0421,ispA,gene-b0421,mapped
GCF_000005845.2,GCF_000005845.2,NP_414956.1,GCF_000005845.2__NP_414956.1,b0422,xseB,gene-b0422,mapped
GCF_000005845.2,GCF_000005845.2,NP_414957.1,GCF_000005845.2__NP_414957.1,b0423,thiI,gene-b0423,mapped
GCF_000005845.2,GCF_000005845.2,NP_414958.4,GCF_000005845.2__NP_414958.4,b0424,yajL,gene-b0424,mapped
GCF_000005845.2,GCF_000005845.2,NP_414959.1,GCF_000005845.2__NP_414959.1,b0425,panE,gene-b0425,mapped
GCF_000005845.2,GCF_000005845.2,NP_414960.2,GCF_000005845.2__NP_414960.2,b0426,yajQ,gene-b0426,mapped
GCF_000005845.2,GCF_000005845.2,NP_414961.4,GCF_000005845.2__NP_414961.4,b0427,yajR,gene-b0427,mapped
GCF_000005845.2,GCF_000005845.2,NP_414962.1,GCF_000005845.2__NP_414962.1,b0428,cyoE,gene-b0428,mapped
GCF_000005845.2,GCF_000005845.2,NP_414963.1,GCF_000005845.2__NP_414963.1,b0429,cyoD,gene-b0429,mapped
GCF_000005845.2,GCF_000005845.2,NP_414964.1,GCF_000005845.2__NP_414964.1,b0430,cyoC,gene-b0430,mapped
GCF_000005845.2,GCF_000005845.2,NP_414965.1,GCF_000005845.2__NP_414965.1,b0431,cyoB,gene-b0431,mapped
GCF_000005845.2,GCF_000005845.2,NP_414966.1,GCF_000005845.2__NP_414966.1,b0432,cyoA,gene-b0432,mapped
GCF_000005845.2,GCF_000005845.2,NP_414967.1,GCF_000005845.2__NP_414967.1,b0433,ampG,gene-b0433,mapped
GCF_000005845.2,GCF_000005845.2,NP_414968.4,GCF_000005845.2__NP_414968.4,b0434,yajG,gene-b0434,mapped
GCF_000005845.2,GCF_000005845.2,NP_414969.4,GCF_000005845.2__NP_414969.4,b0435,bolA,gene-b0435,mapped
GCF_000005845.2,GCF_000005845.2,NP_414970.1,GCF_000005845.2__NP_414970.1,b0436,tig,gene-b0436,mapped
GCF_000005845.2,GCF_000005845.2,NP_414971.1,GCF_000005845.2__NP_414971.1,b0437,clpP,gene-b0437,mapped
GCF_000005845.2,GCF_000005845.2,NP_414972.1,GCF_000005845.2__NP_414972.1,b0438,clpX,gene-b0438,mapped
GCF_000005845.2,GCF_000005845.2,NP_414973.1,GCF_000005845.2__NP_414973.1,b0439,lon,gene-b0439,mapped
GCF_000005845.2,GCF_000005845.2,NP_414974.1,GCF_000005845.2__NP_414974.1,b0440,hupB,gene-b0440,mapped
GCF_000005845.2,GCF_000005845.2,NP_414975.1,GCF_000005845.2__NP_414975.1,b0441,ppiD,gene-b0441,mapped
GCF_000005845.2,GCF_000005845.2,NP_414976.1,GCF_000005845.2__NP_414976.1,b0442,ybaV,gene-b0442,mapped
GCF_000005845.2,GCF_000005845.2,NP_414977.1,GCF_000005845.2__NP_414977.1,b0443,fadM,gene-b0443,mapped
GCF_000005845.2,GCF_000005845.2,NP_414978.1,GCF_000005845.2__NP_414978.1,b0444,queC,gene-b0444,mapped
GCF_000005845.2,GCF_000005845.2,NP_414979.1,GCF_000005845.2__NP_414979.1,b0445,ybaE,gene-b0445,mapped
GCF_000005845.2,GCF_000005845.2,NP_414980.2,GCF_000005845.2__NP_414980.2,b0446,cof,gene-b0446,mapped
GCF_000005845.2,GCF_000005845.2,NP_414981.4,GCF_000005845.2__NP_414981.4,b0447,decR,gene-b0447,mapped
GCF_000005845.2,GCF_000005845.2,NP_414982.1,GCF_000005845.2__NP_414982.1,b0448,mdlA,gene-b0448,mapped
GCF_000005845.2,GCF_000005845.2,NP_414983.1,GCF_000005845.2__NP_414983.1,b0449,mdlB,gene-b0449,mapped
GCF_000005845.2,GCF_000005845.2,NP_414984.1,GCF_000005845.2__NP_414984.1,b0450,glnK,gene-b0450,mapped
GCF_000005845.2,GCF_000005845.2,NP_414985.1,GCF_000005845.2__NP_414985.1,b0451,amtB,gene-b0451,mapped
GCF_000005845.2,GCF_000005845.2,NP_414986.1,GCF_000005845.2__NP_414986.1,b0452,tesB,gene-b0452,mapped
GCF_000005845.2,GCF_000005845.2,NP_414987.3,GCF_000005845.2__NP_414987.3,b0453,ybaY,gene-b0453,mapped
GCF_000005845.2,GCF_000005845.2,NP_414988.1,GCF_000005845.2__NP_414988.1,b0454,ybaZ,gene-b0454,mapped
GCF_000005845.2,GCF_000005845.2,NP_414989.1,GCF_000005845.2__NP_414989.1,b0456,ybaA,gene-b0456,mapped
GCF_000005845.2,GCF_000005845.2,NP_414990.2,GCF_000005845.2__NP_414990.2,b0457,pdeB,gene-b0457,mapped
GCF_000005845.2,GCF_000005845.2,NP_414991.4,GCF_000005845.2__NP_414991.4,b0458,ylaC,gene-b0458,mapped
GCF_000005845.2,GCF_000005845.2,NP_414992.1,GCF_000005845.2__NP_414992.1,b0459,maa,gene-b0459,mapped
GCF_000005845.2,GCF_000005845.2,NP_414993.1,GCF_000005845.2__NP_414993.1,b0460,hha,gene-b0460,mapped
GCF_000005845.2,GCF_000005845.2,NP_414994.1,GCF_000005845.2__NP_414994.1,b0461,tomB,gene-b0461,mapped
GCF_000005845.2,GCF_000005845.2,NP_414995.1,GCF_000005845.2__NP_414995.1,b0462,acrB,gene-b0462,mapped
GCF_000005845.2,GCF_000005845.2,NP_414996.1,GCF_000005845.2__NP_414996.1,b0463,acrA,gene-b0463,mapped
GCF_000005845.2,GCF_000005845.2,NP_414997.1,GCF_000005845.2__NP_414997.1,b0464,acrR,gene-b0464,mapped
GCF_000005845.2,GCF_000005845.2,NP_414998.1,GCF_000005845.2__NP_414998.1,b0465,mscK,gene-b0465,mapped
GCF_000005845.2,GCF_000005845.2,NP_414999.1,GCF_000005845.2__NP_414999.1,b0466,ybaM,gene-b0466,mapped
GCF_000005845.2,GCF_000005845.2,NP_415000.1,GCF_000005845.2__NP_415000.1,b0467,priC,gene-b0467,mapped
GCF_000005845.2,GCF_000005845.2,NP_415001.1,GCF_000005845.2__NP_415001.1,b0468,ybaN,gene-b0468,mapped
GCF_000005845.2,GCF_000005845.2,NP_415002.1,GCF_000005845.2__NP_415002.1,b0469,apt,gene-b0469,mapped
GCF_000005845.2,GCF_000005845.2,NP_415003.1,GCF_000005845.2__NP_415003.1,b0470,dnaX,gene-b0470,mapped
GCF_000005845.2,GCF_000005845.2,NP_415004.1,GCF_000005845.2__NP_415004.1,b0471,ybaB,gene-b0471,mapped
GCF_000005845.2,GCF_000005845.2,NP_415005.1,GCF_000005845.2__NP_415005.1,b0472,recR,gene-b0472,mapped
